Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.continuation,,,,,Traveling is my absolute favorite thing. I love going new places.,"I hate traveling. No, I like to stay at home!",,,,
Answer.joking_sarcastic,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,"If that's the case, then I want to travel all the time!",,,
Answer.continuation,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,What is a baby bigfoot called? A littlefoot?,,,
Answer.joking_sarcastic,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,"Of course, fun-loving people could just be easily bored.",,,
Answer.joking_sarcastic,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,It could be. I can see how people might want to escape the monotony of everyday stress.,,,
Answer.joking_sarcastic,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,Maybe that's true. My normal life is a bit dull.,,,
Answer.joking_sarcastic,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,Sometimes getting stuck in a routine can make like seem so boring and short. Travel helps with change and makes everything better!,,,
Answer.joking_sarcastic,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,How have you been? Have you decided on any place new this year to go?,,,
Answer.joking_sarcastic,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,"I don't think so. I mean, if you're traveling places a lot of the time, then your life wouldn't really be boring, would it? It would be filled with exciting trips all over the place.",,,
Answer.joking_sarcastic,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,"Well, I don't exactly think my life is boring, to be honest. But I'll tell you what I do think is true. I sincerely believe that, in general, a travel companion's potential to be annoying is directly related to how likely it is that travel companion will be spending the rest of the trip by himself.",,,
Answer.joking_sarcastic,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,"You're being too hard on yourself. I don't think you have a boring life at all. But before you get all depressed, why don't we go get a couple of drinks and then choose a place for dinner?",,,
Answer.joking_sarcastic,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,Perhaps. Going back and forth to the same places everyday does get kind of boring. Going new places breaks that up.,,,
Answer.joking_sarcastic,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,"Oh, I don't know. That's for analytical minds like yours to ponder over. I just want to enjoy myself and see everything we can see here in the few days we have. I'm really in heaven right now.",,,
Answer.elaboration,,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,,,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,Of course it's probably prettier in Middle Earth.,,,
Answer.joking_sarcastic,,,,,Traveling is my absolute favorite thing. I love going new places.,I wonder if love of travel is linked to how boring your normal life is?,,,,
Answer.joking_sarcastic,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,If we travel to the Caribbean do you think there is any pirate treasure buried near the resort?,I wonder if we would  see  a  pirate burying  the  treasure .,,,
Answer.continuation,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,"And the smell man, ugh. You don't want to go in there next, but you don't have a choice. It's either there or the bushes. Some days just aren't the best.",,,
Answer.continuation,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,Or sometimes there's a delay on the tarmac due to gremlins on the wing.,,,
Answer.joking_sarcastic,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,If we travel to the Caribbean do you think there is any pirate treasure buried near the resort?,"Yeah, finding some buried booty would be exciting!",,,
Answer.joking_sarcastic,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,If we travel to the Caribbean do you think there is any pirate treasure buried near the resort?,It would be  cool if  we opened up the pirate  chest  and  captain jack  popped out,,,
Answer.joking_sarcastic,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,If we travel to the Caribbean do you think there is any pirate treasure buried near the resort?,Or any coins on the beach? Or any shipwrecks we can visit? Or should we just stop at a gift shop on the way back?,,,
Answer.joking_sarcastic,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,If we travel to the Caribbean do you think there is any pirate treasure buried near the resort?,Maybe thee's some buried in Jamaica too.,,,
Answer.joking_sarcastic,,,,,Traveling is my absolute favorite thing. I love going new places.,If we travel to the Caribbean do you think there is any pirate treasure buried near the resort?,,,,
Answer.joking_sarcastic,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,If we travel to the Caribbean do you think there is any pirate treasure buried near the resort?,That'd be cool! I'd love to find some.,,,
Answer.joking_sarcastic,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Seriously who wouldn't want to live in Europe?,"Well, me probably. I love visiting, but moving here? I think I'd prefer a place where I could actually communicate with people who actually speak my language and vice versa. Otherwise, I get tired of the pantomiming pretty quickly. You, however, not so much, apparently.",,,
Answer.elaboration,,,,,Traveling is my absolute favorite thing. I love going new places.,Are you planning to go to any new places in the next month.,,,,
Answer.joking_sarcastic,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Seriously who wouldn't want to live in Europe?,If I were living in Europe I would gain 100 pounds from all the delicious food and wine but would at least die a happy man,,,
Answer.joking_sarcastic,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,Seriously who wouldn't want to live in Europe?,"I think I would like living in Italy the most.  The food, the history, and the people are all so interesting to me.",,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,"Europe is amazing my favorite European city is Paris, you would love it there.",,,
Answer.continuation,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,But at least in restrooms like that you don't have mice. Back at my house I have a terrible mouse problem. They've dug underneath the tub and seem to have made a nest or something there. Do you know a good way to get rid of mice?,,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,Europe is a dream that I never want to wake up from!,,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,Canada might be fun to visit too.,,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,"Yeah, Europe sounds like a fun place to go to.",,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,But I'd really like to travel to China.,,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,Germany was probably the most beautiful place I have seen,,,
Answer.continuation,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,I tend to have more trouble with people cracking gum in my ear on planes and busses.,,,
Answer.continuation,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,I think running into bigfoot anywhere is bad news.,,,
Answer.continuation,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,"Oh yeah, and you can't snap a photo as proof because it's in the restroom. That'd be creepy.",,,
Answer.continuation,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,"Yeah, I hate that!",,,
Answer.continuation,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,"Of course, I don't mean an actual bigfoot, but a big, hairy guy who somehow takes up the whole stall. First you have to wait for him to get done, and then there's that awkward moment where your eyes meet. The whole thing is just weird. I hate it.",,,
Answer.continuation,,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,,,,
Answer.continuation,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,The worst is when your traveling and you have to use the restroom but there is a bigfoot using it.,"I find that when I travel, such things don't happen to me.",,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,"My next trip will be an African safari, I am leaving next month and am so excited.",,,
Answer.change,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.","Yeah, national parks are really relaxing places to see.",,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,Well it's the best thing by far....too bad we have to work!,,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,"It's always been my lifelong goal to travel the world. It's basically my biggest aspiration. To travel to every continent, excluding Antarctica of course. I want to visit all the major cities in the world, and lots of small hidden locations too. I guess I just want to see it all, and experience everything.",,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"Yes, it definitely takes one away from normal life and opens up all sorts of possibilities to learn and grow. I think I like travel that encompasses the most opportunities to do something different.",,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"But speaking of getting away to places, I've been meaning to get down to the store and buy some new clothes. I've been wearing the same stuff for years, and it's time I got something new. What do you think I should get? IS there anything particular in style right now?",,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"You get to go somewhere else, be someone else, and just enjoy yourself. It's the greatest feeling in the world.",,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"If I had wings, I'd probably just show off with them and become rich. Then go on vacation all the time.",,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"Everyone needs a break from the stresses and monotony of everyday life. When you travel, for a brief moment you can push worries of your life away pretend you have no responsibilities.",,,
Answer.elaboration,,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,,,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,There are just so many opportunities these days to do different types of travelling. You can do active oriented trips or cultural tours; get really involved in the local scene or just be a passive onlooker.,,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,Or in can be like growing roots and getting in touch with your subnormal nightmares.,,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"It's like being an angel! Or in my case, a demon, since when I travel I always get my fun from going around and sabotaging everyone else's enjoyment and just being a huge ass! I actually have a devil I wear and everything. We should vacation together, I'll show you.",,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"Of course, you need to fly back to your normal life too. It's important to not forget about.",,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,"Although, there is something to be said for just taking time off and exploring what is right around you. I like that too sometimes.",,,
Answer.change,,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,,,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"Yeah, they can add a lot of money to the local businesses.",,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,Tourists are the main contributors to the economy in a lot of places.,,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"Yeah, I wonder who contributes more: Tourists or locals.",,,
Answer.continuation,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I just hate all the excitement there is when you travel.,All that excitement can be fun but also tiring. We're not all cut out for all that hussle and bustle.,,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"I enjoy going to places and doing things that the tourists don't do, I find it is much more interesting.",,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"Yeah, I imagine the tacky souvineer shops wouldn't do as well with the locals.",,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,Sometimes when I travel I feel like it is so obvious that I am a tourist!,,,
Answer.elaboration,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"Tourists really do have all the power since they run the whole economy. They ought to demand ought to demand the royal treatment! ""Bring me your best wine and virgins, for I am your new god for the next two weeks, and a couple hours before I have to leave for the airport!""",,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,Tourists can have a positive effect on the economy of a place but too much tourism can ruin places by causing them to become too commercial.,,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"It's crazy to think that a bunch of people who don't even live in the area, who may not even speak the language, somehow provide for everyone who lives there. Without these visitors, who will never stay for long, and truly appreciate the way of life for the people who live there, everything would go belly-up and the locals would have to move.",,,
Answer.joking_sarcastic,,,,,Traveling is my absolute favorite thing. I love going new places.,Who couldn't use a bit of travel?,,,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"You would think manufacturing would provide most of the driving power behind the economy. But I guess those jobs are leaving due to automation. Robots really are the future. Maybe we'll even see people getting robot pets, or marrying robots, huh?",,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"They go to a few stores, stay in a few hotels, eat a few restaurants, and bam, somehow they're the driving force behind the entire economy.",,,
Answer.elaboration,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,Where do you like to go?,,,
Answer.elaboration,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,Traveling is like taking wings and getting away from your normal life.,That's a beautiful simile.,,,
Answer.change,,,,,Traveling is my absolute favorite thing. I love going new places.,I love traveling too! Take me with you!,,,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,"If I am going to travel, I will immediately book a hotel online and begin to pack the same day. I don't waste much time. I will buy more things when I get there.",,,
Answer.change,,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,,,,
Answer.continuation,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,What about going to Florida also,,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,I would have to say mine is Hawaii.  Specifically the island of Kauai.,,,
Answer.continuation,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,And those places love new visitors like you.,,,
Answer.continuation,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,What about London or Munich?,,,
Answer.continuation,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,Either have I. I've always wanted to see the Eiffel tower,,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,"I've been to Oahu too, but hasn't everybody.",,,
Answer.continuation,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,Especially places with good food.,,,
Answer.continuation,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,"Me too, except I want to stay away from the Middle East.",,,
Answer.continuation,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,Can't beat the french. I just hope I don't see woman who don't have shaved armpits,,,
Answer.continuation,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,I like visiting new parks and museums.,,,
Answer.continuation,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,Paris is a lovely place with a rich history. I'd love to visit.,,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,"Yeah, tourism is a thriving industry around here. We really need it.",,,
Answer.continuation,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,Why not? I bet it's beautiful.,,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,I would love to be able to move somewhere different sometimes and just escape it all.,,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,"Yeah, I'd love to travel too. I want to see the world! All of it!",,,
Answer.change,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,What is your favorite place that you've ever traveled to?,,,
Answer.continuation,,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,,,,
Answer.continuation,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I like never want visit Paris.,I bet you Paris looks really nice this time of year,,,
Answer.change,,,,,Traveling is my absolute favorite thing. I love going new places.,I love going new places too.  You get to see and learn so much. It is so much fun.,,,,
Answer.change,,,,,Traveling is my absolute favorite thing. I love going new places.,Me too!  It's so fun to see new places!,,,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,We did quite a bit of hiking while on the islands.,,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,"Yeah, nothing like jet lag to make me excited!",,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,"When I am upset about something and I need to get away, it would be nice to not have to tell anyone where I am going.",,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,Where do you want to travel to most?,,,
Answer.change,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,"If you are having a stressful time and you need to get away, it's great to be able to travel to a diverse location.",,,
Answer.change,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,I love to travel too. It's sl glorious. I love to see new places and to meet new people. I love to learn about new cultures. I love new foods and music.,"Yeah, all those things are great.",,,
Answer.elaboration,,,,,Traveling is my absolute favorite thing. I love going new places.,Its really bizarre to see the effect that tourists have on an economy simply by traveling there.,,,,
Answer.elaboration,,,,,Traveling is my absolute favorite thing. I love going new places.,Where do you want to go next?,,,,
Answer.elaboration,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I think going ot Europe would be like walking through a dream.,I love visiting Europe but my favorite destination spot is definitely Australia.,,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",People know more about the old parks and tend to plan trips there.,,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.","Yeah, I love the beauty of the outdoors. I could stay out there forever and be perfectly content.",,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.","National parks are great, I also enjoy finding smaller and less popular parks to visit.",,,
Answer.elaboration,,,,,Traveling is my absolute favorite thing. I love going new places.,How many places have you been to?  Where was your favorite place to go?,,,,
Answer.joking_sarcastic,,,,,Traveling is my absolute favorite thing. I love going new places.,Who doesn't like going to new places?,,,,
Answer.change,,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",,,,
Answer.change,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.","I love national parks too, have you been to Yosemite?",,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",Which national park is your absolute favorite?,,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",But I'd really rather visit a foreign country now that I think about it.,,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.","Yeah, I love big open fields without wifi.",,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",Beautiful landscapes are great but sometimes I'm afraid of getting too up close and personal with some of the animals!,,,
Answer.change,Answer.continuation,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",Thew newer parks tend to be less crowded as well.,,,
Answer.continuation,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I just hate all the excitement there is when you travel.,"There probably are relaxing places to travel to, though...",,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",I'm looking forward to the new park with the Bushes faces instead of those old guys on Mount Rushmore.,,,
Answer.joking_sarcastic,,,,,Traveling is my absolute favorite thing. I love going new places.,Who doesn't like travelling?  It's so fun!,,,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,"If it's the only thing, are we constantly moving?",,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,"How about quick weekend trips, sometimes they satisfy my travel bug and they aren't too expensive.",,,
Answer.continuation,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,I just hate all the excitement there is when you travel.,What do you do for the Holidays if you don't travel home?,,,
Answer.change,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,I wouldn't say that. There's a lot of fun you can have at home.,,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,Where do you like to travel to?,,,
Answer.continuation,Answer.elaboration,,,,Traveling is my absolute favorite thing. I love going new places.,I just hate all the excitement there is when you travel.,But there are lots of things to help you get organized and make your trips easy now.,,,
Answer.change,Answer.joking_sarcastic,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,"The moment I get too old to travel I will literally die then and there. I will just fall over dead, so that I can travel to my next and final destination. I wonder where I'll end up. Guess I'll still have one surprise to look forward to!",,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,It is the ONLY thing in my opinion.,"I can't even tell you all the amazing places I've visited. Some of them aren't even real. I've been into VR lately, and using it to visit virtual destinations. Have you tried VR yet?",,,
Answer.change,Answer.change,,,,Traveling is my absolute favorite thing. I love going new places.,"I LOOOVE going to new national parks, there are always new and beautiful landscapes to see.",Visiting cities is fun too.,,,
Answer.joking_sarcastic,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Why is the Tour De France so slow?,,,,
Answer.change,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Oh yeah! It's so exciting. It's the most exciting thing in the world!,,,,
Answer.elaboration,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Oh? What do you prefer to watch intead?,,,,
Answer.change,,,,,Watching the Tour De France is like watching beetles walk across the garden.,I love the Tour De France! It's so engaging.,,,,
Answer.change,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Rather watch paint dry than The Tour de France.,,,,
Answer.continuation,,,,,Watching the Tour De France is like watching beetles walk across the garden.,"Hey, the beetles are way more interesting.",,,,
Answer.continuation,,,,,Watching the Tour De France is like watching beetles walk across the garden.,The Tour De France is so boring. I can't stand it.,,,,
Answer.joking_sarcastic,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Is there a type of racing that isn't repetitious?,,,,
Answer.elaboration,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Watching the Tour de France is about as thrilling as trying to open a French bank account.,,,,
Answer.elaboration,,,,,Watching the Tour De France is like watching beetles walk across the garden.,What do you think of funny car races?,,,,
Answer.elaboration,,,,,Watching the Tour De France is like watching beetles walk across the garden.,What do you mean? All my friends are really into Tour de France.,,,,
Answer.change,,,,,Watching the Tour De France is like watching beetles walk across the garden.,It can be so rewarding though when they finally get to the finish!,,,,
Answer.continuation,,,,,Watching the Tour De France is like watching beetles walk across the garden.,"Right, because I remember the last time I saw colorful beetles",,,,
Answer.elaboration,,,,,Watching the Tour De France is like watching beetles walk across the garden.,The Tour De France is like a slow performance.,,,,
Answer.elaboration,,,,,Watching the Tour De France is like watching beetles walk across the garden.,I think they look more like funny looking birds from an aerial view.,,,,
Answer.change,,,,,Watching the Tour De France is like watching beetles walk across the garden.,"Like, cool beetles. Really great beetles. Strong ass beetles, imo.",,,,
Answer.joking_sarcastic,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Who doesn't think cycling is the funniest sport in the world?,,,,
Answer.joking_sarcastic,,,,,Watching the Tour De France is like watching beetles walk across the garden.,"Wait, people actually watch the Tour de France?",,,,
Answer.continuation,,,,,Watching the Tour De France is like watching beetles walk across the garden.,Only if the beetles were egotistical French guys in spandex.,,,,
Answer.change,,,,,Watching the Tour De France is like watching beetles walk across the garden.,"I know right, its so funny watching them all scurry along the road side in their colorful outfits and their silly helmets.",,,,
