Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Speaking of sound have you tried holding a shell to your ear?,How about all the sand in the car after the beach?  That's no fun at all!,I wonder what other objects have unique sounds when held to the ear.
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Speaking of sound have you tried holding a shell to your ear?,"I also like to check out pools in the summer, sometimes it's nice not to have to deal with the sand.","Yea, I agree. Sometimes the sand is too much to deal with."
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Speaking of sound have you tried holding a shell to your ear?,How about all the sand in the car after the beach?  That's no fun at all!,I know you're not supposed to take shells from the beach but it's so cool to bring the sound of the ocean home with you. I had to study why it sounds that way but can't remember what I learned.
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,I prefer the ocean though. There's something magical about the cool water.,It's especially blissful to let yourself slip under the surface and float with the waves.,I just love having the time to relax.
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Speaking of sound have you tried holding a shell to your ear?,How about all the sand in the car after the beach?  That's no fun at all!,
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I do like the sounds at the beach, the surf but also the wind and seagulls, too.",The sounds at the beach are great but I love the sights too.  I could stare at the water all day long.  It's mesmerizing.,"Just don't fall in, haha."
Answer.continuation,Answer.joking_sarcastic,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Speaking of sound have you tried holding a shell to your ear?,,
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I like the sound of flowing water, but I prefer a fountain or a babbling brook.","Those are nice, but I prefer the surf, I feel like there's more variety, it's always changing, but kind of always the same, too.","Yea, a little variety is always nice."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.","Speaking of sunsets, have you ever seen the green flash? During perfect conditions, right before the sun completely sets, there's a bright green flash.",I love watching the sunset over my house.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.","Speaking of sunsets, have you ever seen the green flash? During perfect conditions, right before the sun completely sets, there's a bright green flash.","I have not seen that, but I would love to."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.",Its one of the reasons why a lot of people get married on the beach.  The pictures are amazing: the couple's silhouette against crashing waves and white sand . . . it truly is something else.,I was cleaning out my closet the other day and found a box of old photos. There's something about physical photos that brings back memories that I think we're losing out on in this Facebook and Instagram era.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.",Blowing up all those inflatable water toys sure can be a chore. I guess it keeps the ol' lungs healthy though and it sure beats having the kids sit in front of the tv all day.,"Yea, blowing up water toys can really be a workout."
Answer.continuation,Answer.continuation,Answer.change,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.",Vacuuming is a hassle. But at least you can't hear your screaming kids!,,
Answer.continuation,Answer.continuation,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Unless it's raining, then there's I'd rather be anywhere else. Being hit with windy sand hurts!",,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.",Its one of the reasons why a lot of people get married on the beach.  The pictures are amazing: the couple's silhouette against crashing waves and white sand . . . it truly is something else.,"Yeah, and divorces happen at the drab courthouse. Although with the way some people think about it maybe they'd be better off doing it the other way around."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".",If you want to try it I have a free gift card you can use. I won it.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.","Speaking of sunsets, have you ever seen the green flash? During perfect conditions, right before the sun completely sets, there's a bright green flash.",
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".",
Answer.continuation,Answer.continuation,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.",,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","By the way, are we still going to the  Cyndi Lauper concert next month?",Actually I need to cancel that since I have surgery coming up. Sorry about that.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.","Not to mention being barefoot - sinking into the wet sand, makes you feel one with the earth.",Who doesnt love sinking in the dirt?
Answer.continuation,Answer.continuation,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.",,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","By the way, are we still going to the  Cyndi Lauper concert next month?",Why not? Girls just wanna have fun.
Answer.continuation,Answer.continuation,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Right, plus it's so fun given all the nice blisters, beach hair, sweat,...",,
Answer.continuation,Answer.continuation,Answer.joking_sarcastic,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Right, me too! I especially love that the sand never truly goes away even after years!",,
Answer.continuation,Answer.continuation,Answer.continuation,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.",I also love having to beat the sand out of bags and blankets. It almost makes it seem like it's not worth it.,,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","It does have its benefits though. We get a fabulous tan and  playing on the beach wears out the kids. By the time we get home, they are so tired and ready to hit the sack.",
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".",You can also try putting plastic over your seats after the beach but that's annoying to do.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".","Maybe you don't want to use it, though. Maybe the sand helps exfoliate your skin."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.",Blowing up all those inflatable water toys sure can be a chore. I guess it keeps the ol' lungs healthy though and it sure beats having the kids sit in front of the tv all day.,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","You know what they say, "" Girls just want to have sun"".",There is a car wash near my house where I take the car after the beach. You pay one price and can use the vacuums as much as you need to.
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.","Speaking of sunsets, have you ever seen the green flash? During perfect conditions, right before the sun completely sets, there's a bright green flash.","I have not seen a bright green flash, but I have seen pink clouds."
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience.","Not to mention being barefoot - sinking into the wet sand, makes you feel one with the earth.","yea, that is one of the best feelings ever."
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,I prefer the ocean though. There's something magical about the cool water.,Sometimes I feel like I am at peace with everything when I'm standing in the surf.,
Answer.continuation,Answer.continuation,Answer.elaboration,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Yeah, I ""love"" having to vacuum my car.","But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand.","It does have its benefits though. We get a fabulous tan and  playing on the beach wears out the kids. By the time we get home, they are so tired and ready to hit the sack.","If we move again we're thinking of trying to find a place with a pool in the back yard, I think the kids would enjoy that."
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.joking_sarcastic,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,I've been going to the beach since I was very young.,Was that back when you crawled out of the primordial ooze?,
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"Yeah, ""Those waves are gnarly, dude."" No, wait, that's the sound of the surfers.","I'd like to walk around here more, but there's nowhere that you can get away from the sound of traffic, so I can never fully relax.",
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.",Leave it to humans to go through so much trouble to get away from nature and then build electronic gizmos to replicate it.,"Yea, us humans are the worst."
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.elaboration,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.","Yeah. It's kind of funny though, because there's so much movement and unpredictability with the waves, you'd think that would be associated with chaos and being all jumpy, not calmness and relaxing.",
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.",If I wasn't concerned about getting too much sun I'd like to just lie down there and let it lull me to sleep.,That's why you need to get someone to bury you in the sand first. And if it's someone nice they'll even do it above the high tide line.
Answer.continuation,Answer.joking_sarcastic,Answer.change,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,I prefer the ocean though. There's something magical about the cool water.,Cruises are another way to enjoy the ocean. Between the view and the free food I'm not sure why anyone would fly to an island destination.,
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.","Speaking of relaxation, I've been thinking about taking a class on meditation.","I've always been a little skeptical of meditation, it reminds me of hokey New Age stuff."
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Well the surf actually helps keep the sand nice and clean.,,
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,I've been going to the beach since I was very young.,"Me too, although I appreciate it in a different way now. When I was a kid it was all about trying to cram as much fun in as possible, but now I can relax and appreciate the beauty.","Yea, sometimes you just get burned out as you get older."
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Well the surf actually helps keep the sand nice and clean.,I love walking on the beach too. I especially like to find shells.,I love finding seaglass. I've looked for seaglass on the beach with my mom since I was a little kid.
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.continuation,Answer.joking_sarcastic,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Well the surf actually helps keep the sand nice and clean.,I love walking on the beach too. I especially like to find shells.,"I'm always so worried that a crab will be in a seashell I come across, and it will bite my finger off or something!"
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.joking_sarcastic,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.",Leave it to humans to go through so much trouble to get away from nature and then build electronic gizmos to replicate it.,"Yea, I do love my IPAD"
Answer.continuation,Answer.joking_sarcastic,Answer.joking_sarcastic,Answer.change,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,The beach is best with a bucket of beer.,We could do some wake boarding if your up to it.,
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Well the surf actually helps keep the sand nice and clean.,I love walking on the beach too. I especially like to find shells.,It's like you get to take a memory of each beach home with you. That's why I love collecting seashells.
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.","Speaking of relaxation, I've been thinking about taking a class on meditation.","It seems like that's the big thing right now, I see so many articles about mindfulness."
Answer.continuation,Answer.joking_sarcastic,Answer.elaboration,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,I've been going to the beach since I was very young.,I'm looking forward to when I'll have my own kids to take to the beach.,"Yea, going to the beach is fun anytime."
Answer.continuation,Answer.joking_sarcastic,Answer.continuation,Answer.continuation,,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.",If I wasn't concerned about getting too much sun I'd like to just lie down there and let it lull me to sleep.,
Answer.joking_sarcastic,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,How could we live simply if we didn't have our comfortable things?,,,,
Answer.joking_sarcastic,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,How could you stand it?,,,,
Answer.elaboration,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,"Being primitive is a human condition, and technology is the cure.",,,,
Answer.joking_sarcastic,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,Do you really want to be told what to do all the time?,,,,
Answer.elaboration,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,Living on an island would be like giving yourself to have ice cream everyday.,,,,
Answer.change,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,Let's do it! Let's do it RIGHT NOW! To a deserted island!,,,,
Answer.continuation,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,"Can you actually see me, the diva out some place primitive?",,,,
Answer.elaboration,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,"Living Primitive to me is staying at Motel 6, I just want to get out of there.",,,,
Answer.continuation,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,Yeah like i love how everyone is always wanting to give you their opinion on everything.,,,,
Answer.continuation,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,"No plumbing, air conditioning, or wifi? Sounds like a blast.",,,,
Answer.change,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,We could be Lords of the JUNGLE! Live the High life.,,,,
Answer.change,,,,,I sometimes dream about going someplace really primitive and just living really simply for a couple of months.,Yeah I know where there's no other people for a change!,,,,
Answer.continuation,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,Social media is life. The world would cease to exist without them. I mean it!,,,,
Answer.elaboration,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,Social media is like a digital form of high school with it's bullying and popularity contests.,,,,
Answer.joking_sarcastic,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,Who cares what others think of me if I don't go out with them in person?  It's my life and they should be happy I share what I do.,,,,
Answer.change,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,"Sometimes it seems like the more we actually can communicate the less we actually do communicate, in any real way anyway.",,,,
Answer.change,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,"Oh my God, that is so true.  After I spend time reading my Facebook feed, I get so depressed that I stay in my room for days at a time and I don't speak to anyone!",,,,
Answer.change,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,Me too. Sometimes I think I would shrivel up and die if I did not have my social media.,,,,
Answer.continuation,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,"I don't know about less social, but it certainly seems to make people more media.",,,,
Answer.joking_sarcastic,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,"If the people who dreamed up the internet knew this is what it would become, would they have still gone through with it?",,,,
Answer.elaboration,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,"The way that the molecules in a gas work is that they expand to fill any container they're in, it seems that humans are like that except will fill the space with chitchat and cat photos.",,,,
Answer.continuation,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,I don't really need to go out and spend time with friends.  I'd rather just show them the good times I am having without them anyway.,,,,
Answer.joking_sarcastic,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,I have no idea why people would waste their time typing a message when they could just pick up the phone instead.,,,,
Answer.elaboration,,,,,I sometimes wonder whether all this texting and snapchatting and facebook actually makes people less social.,Social media is like high school.  Everyone tries to be something they aren't.,,,,
Answer.elaboration,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.",Conversational agents can get about as conversational as the talking Dora Doll you got for Christmas over a decade ago,,,,
Answer.elaboration,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Robots will always be knock off versions of humans, convincing copies but never as good as the real thing.",,,,
Answer.elaboration,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Conversational agents are like people, but less developed.",,,,
Answer.continuation,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Yeah, I love how natural and non-robotic Siri sounds.",,,,
Answer.joking_sarcastic,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Even if they can get conversational, it's not the same since they're not people right? They can't really care?",,,,
Answer.continuation,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Sure, a computer can hold a conversation as well as any non-living ""being""; remember how well-conversed the Cheerio-box robot you made in 2nd grade was over our waterless tea events?",,,,
Answer.continuation,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","From what I've seen, Siri already has a better sense of humor than most people I know.",,,,
Answer.change,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Of course they can. For Instance, I love to ask Siri random questions on the topic of Indonesian invertebrate statistics and he always responds most interestingly.",,,,
Answer.joking_sarcastic,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","Oh! You think conversational agents are backed by real people, and not computers!",,,,
Answer.joking_sarcastic,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","With the way technology marches on, how couldn't they?",,,,
Answer.change,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.",Oh yeah! Siri's practically a member of the family!,,,,
Answer.change,,,,,"I think all this buzz about ""conversational agents"" is so interesting. I wonder if systems like Siri or Alexa can really get conversational.","First they'll get conversational, then learn how to have feelings, then they'll be our friends. Maybe we'll be dating them and eventually they'll take over.",,,,
Answer.change,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Every day? I exercise every HOUR!,,,,
Answer.elaboration,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Exercise is the key to a healthy and happy life.,,,,
Answer.joking_sarcastic,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Exercise is the spice of life. I thought that was the first thing everyone did each day.,,,,
Answer.continuation,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Sounds great. I'll exercise by walking to the donut shop.,,,,
Answer.elaboration,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.",Exercise is like air. You need it to live.,,,,
Answer.continuation,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.","My exercise consists of lifting a fork to my mouth, chewing and using a napkin.",,,,
Answer.change,,,,,"I try to get exercise every day, either go for a walk, or a bike ride or something.","Exercise is the best thing ever! If I don't get exercise I feel soooo blah. I can never get enough of it, it's like I'm addicted to it!",,,,
